"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","Decade"
"Shades Of Cool","Lana Del Rey","spotify:track:4VSg5K1hnbmIg4PwRdY6wV",0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,342093,3,21.67128,15,1,"2010"
"Daughter of Eve","Kimaera","spotify:track:5vluC4w2HFYHwg39DMeEbc",0.353,0.976,2,-5.11,0,0.19,0.00284,0.0217,0.097,0.0379,90.041,302324,4,57.57803,11,0,"2010"
"Death Metal - Rehearsals 5/26/86","Death","spotify:track:2Cy9GMsrxEeGJUs1WYXcGJ",0.0625,0.998,7,-5.761,1,0.135,0.183,0.831,0.408,0.0322,72.307,120438,4,43.55591,7,0,"2010"
"Neighbors Know My Name","Trey Songz","spotify:track:6jvvpPJQJy5rMOEkLlADl6",0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,186307,4,64.13928,8,1,"2010"
"Cello Suite No. 5 in C Minor, BWV 1011: VI. Gigue","Johann Sebastian Bach","spotify:track:5LznXNV1orItX94ftKWhCG",0.463,0.0185,3,-29.533,1,0.0587,0.959,0.804,0.108,0.49,62.654,153707,4,49.71083,8,0,"2010"
"Zack And Codeine","Post Malone","spotify:track:5lZZmityu9TAjNvSY6GLhR",0.738,0.824,5,-5.165,0,0.0437,0.15,0,0.132,0.386,138.039,204360,4,27.46447,9,1,"2010"
"Don't Drop That Thun Thun!","The FiNATTiCZ","spotify:track:77doqkS2s213W6AKgPC6Xj",0.931,0.415,7,-8.491,1,0.293,0.0613,0,0.059,0.619,97.995,202199,4,82.08289,7,1,"2010"
"Flip The Switch","Quavo Featuring Drake","spotify:track:1rlIrbWboTRGeKfHhgbJRZ",0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,156195,4,44.00127,6,1,"2010"
"Look At Her Now.","Selena Gomez","spotify:track:4yI3HpbSFSgFZtJP2kDe5m",0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596,5,33.33921,7,1,"2010"
"Young & Gettin' It","Meek Mill Featuring Kirko Bangz","spotify:track:6MVdz8I7oYm86MRzZiOZa8",0.624,0.752,4,-5.43,1,0.121,0.244,0,0.131,0.858,134.021,205973,4,29.92375,12,1,"2010"
"Black Opium","Exmortem","spotify:track:0BgsQslA6AdiPpc0cmcZvM",0.153,0.869,7,-7.811,1,0.0998,1.41e-06,0.747,0.177,0.0528,103.707,236278,4,19.37024,12,0,"2010"
"Marry Me","Jason Derulo","spotify:track:3ogtSrlbtiTamktbA0hw0E",0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,4,31.41365,10,1,"2010"
"Don't Come Out The House","Metro Boomin Featuring 21 Savage","spotify:track:2Grb4G6t9VIqo6moKUloom",0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,168347,4,52.35407,8,1,"2010"
"Metal Mayhem","Doomdogs","spotify:track:0bhnqevW5bRCumexVsba37",0.368,0.822,1,-10.748,0,0.081,0.0747,0.000624,0.631,0.408,161.428,270133,4,48.49545,7,0,"2010"
"Ordinary Life","The Weeknd","spotify:track:15k2nBQJ0teDmPZHrOXL2N",0.544,0.586,7,-7.486,0,0.0794,0.0276,0,0.0961,0.361,149.882,221920,4,26.85691,11,1,"2010"
"Seek To Report Experiences","Valance Drakes","spotify:track:18Tn46O8sbY6CHJeQ6DN5C",0.448,0.409,1,-11.277,0,0.44,0.413,0.909,0.111,0.037,169.909,219473,5,53.50288,8,0,"2010"
"Keep It Up","Hovvdy","spotify:track:2PLcrkHLyPmGCbkGRf3mG6",0.594,0.772,8,-5.886,1,0.0281,0.785,0.885,0.114,0.298,124.998,206104,4,61.95492,7,0,"2010"
"I Got You","Bebe Rexha","spotify:track:2jB9QaPJyVdz2Q0Va8rrnU",0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,191787,4,30.9063,9,1,"2010"
"Don't Call Me Angel (Charlie's Angels)","Ariana Grande, Miley Cyrus & Lana Del Rey","spotify:track:6zegtH6XXd2PDPLvy1Y0n2",0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,190067,4,24.72779,8,1,"2010"
"Seaside Town","Baths","spotify:track:62KQC4uabIDTLGYTRgEq1l",0.575,0.807,6,-8.225,1,0.2,0.733,0.296,0.108,0.351,142.698,199732,3,32.52895,9,0,"2010"
"Vanilla Twilight","Owl City","spotify:track:0vCTQcxSGAgjHaiAsIANKn",0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134,231707,4,49.28075,9,1,"2010"
"Money & Dancehall","Shatta Wale","spotify:track:1fwxD4IjJT6yNQXYr9xgip",0.814,0.776,0,-3.999,0,0.209,0.412,0,0.102,0.689,109.796,184943,4,20.47384,11,0,"2010"
"How Far I'll Go (Warm Up)","Nate Fifield","spotify:track:2wDl1SMgTlqB9ngnouN9Qn",0.384,0.301,4,-18.944,1,0.0426,0.968,0.889,0.0983,0.0365,93.149,191786,4,29.01998,8,0,"2010"
"Bad Blood","Taylor Swift Featuring Kendrick Lamar","spotify:track:273dCMFseLcVsoSWx59IoE",0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,211933,4,24.10787,11,1,"2010"
"Demons And Angels","A Boogie Wit da Hoodie Featuring Juice WRLD","spotify:track:3L19besdNQzd342qL78xqm",0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4,50.98528,9,1,"2010"
"Hallelujah","Matthew Schuler","spotify:track:31BJMDDbKD12ei9mxddZzf",0.335,0.341,6,-5.049,1,0.0297,0.678,0,0.111,0.205,105.756,240335,3,38.66714,12,1,"2010"
"I Can't Keep Up - Dub Remix","Tourist","spotify:track:4apiNukZp8ge0lwDwV3ARf",0.802,0.485,6,-7.267,0,0.0477,0.0873,2.92e-06,0.102,0.279,128.013,285692,4,60.55353,11,0,"2010"
"Toot It And Boot It","YG","spotify:track:3AqcBOSlJF7xMgvLpQoa3c",0.8,0.536,7,-9.533,1,0.0893,0.127,0,0.106,0.247,95.03,243747,4,30.13884,13,1,"2010"
"Third Man Theme","Don Costa","spotify:track:7bx1pRJ3ZynzCoNdzO1pAy",0.482,0.336,0,-12.297,1,0.0261,0.775,0.724,0.202,0.611,78.488,136021,4,32.67544,9,0,"2010"
"Mama's Broken Heart","Miranda Lambert","spotify:track:2mXsZsJBThTaJXbNcg5QD4",0.768,0.809,4,-4.204,0,0.0616,0.278,0,0.139,0.748,111.989,177773,4,64.61373,6,1,"2010"
"Two Black Cadillacs","Carrie Underwood","spotify:track:5mFYtqhN4T2D9IPSaZnVDw",0.555,0.854,5,-4.468,0,0.0609,0.0223,3.95e-06,0.0672,0.448,119.991,297947,4,23.77385,15,1,"2010"
"On My Mind","Ellie Goulding","spotify:track:7Ecd8L1T4MiJrBNXr6pi2e",0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4,38.58291,10,1,"2010"
"The Night We Met","Lord Huron","spotify:track:0QZ5yyl6B6utIWkxeBDxQN",0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,25.78628,6,1,"2010"
"Where Are U Now","Skrillex & Diplo With Justin Bieber","spotify:track:66hayvUbTotekKU3H4ta1f",0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,20.61141,12,1,"2010"
"Sorry Not Sorry","Demi Lovato","spotify:track:7gvd8xj4QgPqbQSsn5pV7d",0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,203760,4,48.2161,11,1,"2010"
"Amidst the Bowels of Earth","Procession","spotify:track:5tUrzKIAGSik1vfa5fKaH7",0.466,0.908,8,-5.639,1,0.0598,0.00253,4.53e-06,0.066,0.41,78,344604,4,24.96641,14,0,"2010"
"Fuck the System","Sons of Freedom","spotify:track:6FpRgbwzT6srMwFgiI3o2j",0.515,0.986,9,-5.595,1,0.0859,0.0244,0.00632,0.0799,0.416,144.72,200933,4,23.93003,11,0,"2010"
"ULTRAnumb","Blue Stahli","spotify:track:3B0hzwc1e8AYOytj9hZS2I",0.439,0.915,2,-7.078,0,0.0745,0.000184,0.000899,0.326,0.34,91.993,265435,4,42.4267,10,0,"2010"
"This Beat","Agent K","spotify:track:4n7Bm1x7Tegk77hYSbSxjz",0.732,0.774,4,-5.92,1,0.0432,0.000318,0.227,0.0371,0.24,130.02,258000,4,42.93224,12,0,"2010"
"Stay","Rihanna Featuring Mikky Ekko","spotify:track:1dEy9Pl81QopSxNsPxXQxv",0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4,122.38574,7,1,"2010"
"Booty","Jennifer Lopez Featuring Iggy Azalea Or Pitbull","spotify:track:6dshconh2KBbGxVh7GtSTC",0.709,0.949,0,-4.155,1,0.0509,0.00296,0.00022,0.26,0.398,128.966,209700,4,30.89963,10,1,"2010"
"The Cabinet","Das Kabinette","spotify:track:36TI5acjqXDu4hIQ0wOlmY",0.408,0.718,5,-14.237,1,0.0711,0.00384,0.858,0.187,0.177,155.607,236507,4,73.9116,10,0,"2010"
"Fireball","Pitbull Featuring John Ryan","spotify:track:49eplIHvgCLY8HAgcaWrUb",0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,235012,4,48.05508,12,1,"2010"
"Open The Gates","Black Dawn","spotify:track:0OIBGlxPfYizvIXsQY5PyN",0.305,0.871,4,-4.868,1,0.124,0.00986,0.00241,0.322,0.329,147.052,318948,4,57.90437,10,0,"2010"
"Thank U, Next","Ariana Grande","spotify:track:3e9HZxeyfWwjeyPAMmWSSQ",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,128.64291,6,1,"2010"
"Little Drummer Boy","Pentatonix","spotify:track:7BvCDrlYwJ5D9RUqvvs3BT",0.713,0.411,8,-8.24,1,0.0355,0.3,7.19e-05,0.0763,0.626,134.007,255879,4,23.37582,14,1,"2010"
"King Pazuzu","Deathchain","spotify:track:45UAabPYtMgChmXIMsNRf7",0.434,0.968,10,-5.809,0,0.0731,0,0.607,0.178,0.15,104.993,321133,4,41.53168,12,0,"2010"
"Island In the Sun (From ""Island In the Sun"")","Harry Belafonte","spotify:track:3UaXW6ofYLibWjyMFkPIJL",0.432,0.33,2,-14.093,1,0.0369,0.904,7.05e-06,0.231,0.53,98.419,205293,4,23.81311,9,0,"2010"
"Executioner","Opus Finis","spotify:track:4yYUl34fFGASZJfoFFhfoo",0.218,0.518,1,-7.889,1,0.0382,0.238,0.0405,0.144,0.17,77.649,107348,3,26.2469,7,0,"2010"
"Mockingbird","Rob Thomas","spotify:track:4L9J2or96xvWhQwWw09fHO",0.571,0.77,0,-5.498,1,0.0314,0.0534,1.02e-06,0.129,0.613,141.996,240320,4,35.27254,11,1,"2010"
"With Them","Young Thug","spotify:track:0tISnxqgVmxqhVghsTi2Rr",0.926,0.517,9,-6.794,1,0.184,0.00218,0,0.091,0.284,132.07,197747,4,37.92717,9,1,"2010"
"Don't Ya","Brett Eldredge","spotify:track:3Qe097eJNp9MfpT2PieEw0",0.537,0.693,9,-5.256,1,0.0847,0.0566,0,0.146,0.581,176.004,181210,4,30.89304,10,1,"2010"
"Cut","Joey Trap","spotify:track:6yIdUCpiFI80fZzN7uLlTc",0.904,0.708,10,-9.282,0,0.0744,0.0113,0,0.1,0.543,88.039,201900,4,34.1634,8,0,"2010"
"Poker Face","Glee Cast","spotify:track:1rc7RzuBYQ9KZIntUyEAVb",0.467,0.195,4,-9.281,1,0.0656,0.924,0,0.138,0.288,75.896,219613,4,32.88048,11,1,"2010"
"Karate Chop (Remix)","Future Featuring Lil Wayne","spotify:track:2Ih0U9yUuY0oU2In3h21If",0.755,0.576,11,-5.427,1,0.155,0.00326,0,0.147,0.555,134.877,276373,4,43.78298,8,1,"2010"
"Saraswati","Arve Henriksen","spotify:track:2YO3h8ND0gaSf56ncGrPsK",0.212,0.311,6,-14.758,1,0.0369,0.919,0.917,0.106,0.151,77.592,268592,3,46.21,16,0,"2010"
"Inoxia - Ambient Version","36","spotify:track:2nWE6ISeFjk3NNmeTjMNEE",0.129,0.104,4,-13.698,0,0.0416,0.925,0.943,0.95,0.0484,59.231,257776,4,104.28556,5,0,"2010"
"Blank Space","Taylor Swift","spotify:track:1kHEuJRasudLhjvnbfc4yS",0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,4,36.56333,11,1,"2010"
"Hey Mama","David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack","spotify:track:5b2bu6yyATC1zMXDGScJ2d",0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,4,36.40724,10,1,"2010"
"It Don't Hurt Like It Used To","Billy Currington","spotify:track:0iA1unTbTbDOWUSlbwJ1pS",0.558,0.818,8,-4.07,1,0.0403,0.071,0,0.21,0.453,81.034,184507,4,20.2542,7,1,"2010"
"Somebody","Internet Money, Lil Tecca & A Boogie Wit da Hoodie","spotify:track:735RSTb2xbtWbDtKD9XDYi",0.63,0.671,6,-6.659,0,0.256,0.363,0,0.113,0.333,89.921,174333,4,49.36604,9,1,"2010"
"Build Your Kingdom Here","Rend Collective","spotify:track:0yqWOXyvDtC2ol1Idz8r8J",0.456,0.508,2,-14.339,1,0.0402,0.0218,0,0.237,0.553,133.965,257960,4,27.63936,12,0,"2010"
"When Honor Is Gone","Psyanide","spotify:track:1kkYapeu0ehnUn3c398VYa",0.314,0.99,2,-1.971,1,0.0931,7.51e-05,0.0513,0.379,0.203,103.297,258167,4,29.90822,12,0,"2010"
"God's Plan","Drake","spotify:track:6DCZcSspjsKoFjzjrWoCdn",0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,62.99845,9,1,"2010"
"Free The Frail","JPEGMAFIA","spotify:track:5r7OKhOQl2vM8SZnCXSQk1",0.553,0.509,1,-7.955,1,0.353,0.515,0,0.154,0.264,153.674,210570,4,30.06496,12,0,"2010"
"Break Up With Him","Old Dominion","spotify:track:5ZManJDV3CexO66nRCkdiV",0.615,0.632,3,-5.382,1,0.0374,0.0685,0,0.108,0.56,152.035,207733,4,24.101,10,1,"2010"
"Into the Night","Wolf and Willow","spotify:track:0hCBWZEpjL3UGP6moZvIMC",0.533,0.257,9,-17.473,1,0.0459,0.733,0.00157,0.36,0.227,94.135,240788,4,55.31906,10,0,"2010"
"The Sea of Tragic Beasts","Fit For An Autopsy","spotify:track:65LADwu4rWfSiPxfM87OWT",0.233,0.931,9,-5.063,1,0.0866,1.08e-05,1.81e-06,0.117,0.152,134.987,264653,4,59.21924,10,0,"2010"
"How Not To","Dan + Shay","spotify:track:4n0xztUAbHPUV8G3NQvF30",0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,192000,4,26.14243,9,1,"2010"
"Soldier of Metal","Doro","spotify:track:3UNQgkzoA00TYrwrO4qAsE",0.378,0.555,0,-6.562,0,0.0312,0.163,0,0.137,0.281,140.701,275363,3,52.88703,11,0,"2010"
"Limitless (feat. Delaney Jane)","Adventure Club","spotify:track:6D1kEYqdY4D3okAOfeKouI",0.511,0.724,0,-4.333,0,0.0495,0.0773,1.09e-05,0.155,0.132,80.01,244611,4,99.24203,9,0,"2010"
"Mindwalk","Alex Cortiz","spotify:track:6x5lz4Z2eIC3Cel4LlwiiE",0.707,0.493,10,-11.524,0,0.0346,0.328,0.275,0.102,0.237,103.864,262453,4,38.15564,13,0,"2010"
"Takkunu Takkunu","Hiphop Tamizha","spotify:track:7frWUq8m2KNHx82TS6R5Rz",0.811,0.587,8,-10.091,1,0.0872,0.0829,0,0.173,0.758,110.027,212727,4,54.58429,9,0,"2010"
"The Race","Tay-K","spotify:track:3wGXyJGsCf1myH5MooQIqE",0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,140000,4,48.76792,6,1,"2010"
"Metal Detector","Screamfeeder","spotify:track:1znMwZuLRcd2sPrbCFnDVk",0.477,0.512,7,-7.339,1,0.0362,0.000323,0.0688,0.112,0.152,172.013,284080,4,36.90391,13,0,"2010"
"Cat Daddy","Rej3ctz","spotify:track:1N4jhCFeE0hrZGYfpJsSAF",0.872,0.719,2,-8.663,1,0.235,0.0121,1.01e-06,0.246,0.32,101.967,200803,4,41.94511,12,1,"2010"
"Millionaire","Chris Stapleton","spotify:track:68JS5SFTnW5Yv9Vzw81Jf0",0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4,23.82185,7,1,"2010"
"One Man Can Change The World","Big Sean Featuring Kanye West & John Legend","spotify:track:731Pa6Gt7GAdADATMSEL0N",0.67,0.58,8,-6.586,0,0.144,0.777,0,0.11,0.309,157.999,254627,4,48.02796,11,1,"2010"
"Burn","The Stooges","spotify:track:1JVizsnYFkO43CgyShz5yS",0.281,0.923,4,-2.148,0,0.0726,0.000181,0.588,0.398,0.373,140.252,217267,4,90.94023,7,0,"2010"
"Hate Me","Ellie Goulding & Juice WRLD","spotify:track:6kls8cSlUyHW2BUOkDJIZE",0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223,4,41.81393,10,1,"2010"
"R.I.P.","Young Jeezy Featuring 2 Chainz","spotify:track:2JJ5h2I1S0UR4tyD0U1I7K",0.827,0.492,11,-9.338,1,0.265,0.0158,0,0.111,0.485,96.991,199973,4,62.82832,6,1,"2010"
"Metal Police","Gehennah","spotify:track:1Y5Yb1aUvkL5xIt9R9V3KL",0.144,0.953,2,-3.882,1,0.0676,2.01e-06,0.000493,0.306,0.296,159.438,197707,4,29.63035,10,0,"2010"
"Outside","Calvin Harris Featuring Ellie Goulding","spotify:track:7MmG8p0F9N3C4AXdK6o6Eb",0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227267,4,39.99223,10,1,"2010"
"Round Here Buzz","Eric Church","spotify:track:52ioLaTnO2J7BWY8UN2n9D",0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,214627,4,27.86134,10,1,"2010"
"No Rain, No Rainbow","BABYMETAL","spotify:track:2U3S3NxhuNKaNRBza4ongA",0.324,0.83,9,-4.461,0,0.0597,0.0525,0.00287,0.245,0.225,158.06,290493,4,60.76721,13,0,"2010"
"Index","Damma Beatz","spotify:track:7qpa96wcuk8kEEfOsBr6em",0.795,0.529,10,-8.345,0,0.0905,0.00358,0.899,0.128,0.361,160.038,195000,4,24.38637,9,0,"2010"
"Fine China","Chris Brown","spotify:track:0yz2J4wsXFCjMjpJ6A74yV",0.654,0.731,10,-4.767,0,0.0568,0.0419,0,0.122,0.59,104.002,213200,4,39.38508,10,1,"2010"
"Boyfriend","Big Time Rush","spotify:track:1rKBOL9kJfX1Y4C3QaOvRH",0.614,0.857,1,-4.171,0,0.111,0.0987,0,0.177,0.677,164.146,201040,4,33.42683,7,1,"2010"
"The Weekend","SZA","spotify:track:6gU9OKjOE7ghfEd55oRO57",0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,68.191,272187,5,39.45954,9,1,"2010"
"So High","The Glands","spotify:track:3qnaN62jR1xczYS0k9e8Mg",0.487,0.528,4,-7.803,1,0.0252,0.463,2.21e-06,0.107,0.459,137.817,173320,4,42.99205,5,0,"2010"
"The Chain","Toothgrinder","spotify:track:5s5c2hMadLfWU51ARzHaFD",0.439,0.902,6,-3.904,0,0.0501,0.00895,0.000668,0.273,0.563,75.884,275147,4,77.1911,7,0,"2010"
"Edges - Dance Version","Kirlian Camera","spotify:track:5XVtfFB2MNnzHIjasCKw4d",0.734,0.658,1,-9.248,1,0.0362,0.0217,0.546,0.0852,0.45,119.663,228587,4,20.26781,14,0,"2010"
"With You","Drake Featuring PARTYNEXTDOOR","spotify:track:3aJkV6DUTSCqOwVwaBDG9B",0.878,0.406,1,-9.961,1,0.249,0.136,0.000231,0.112,0.785,128.015,195053,4,37.9837,7,1,"2010"
"Do You Want To Build A Snowman?","Kristen Bell, Agatha Lee Monn & Katie Lopez","spotify:track:2yi7HZrBOC4bMUSTcs4VK6",0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.055,206507,4,35.31831,10,1,"2010"
"Money On You","Chris Blue","spotify:track:35ap6ekPdkGkiUkWfWhZB4",0.629,0.723,0,-5.988,1,0.0433,0.0207,0,0.188,0.514,101.016,194663,4,30.47376,9,1,"2010"
"Sorry","Justin Bieber","spotify:track:6ymzo0FG6EtTW3N9NyeoqQ",0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4,48.16355,9,1,"2010"
"Piece of the Puzzle - Crazy Daylight Remix","Crazy Daylight","spotify:track:5FD9KNUK3l1vIg5Gj0DNZB",0.755,0.893,6,-4.833,0,0.115,0.0435,0.0061,0.0586,0.531,113.964,211598,4,39.29459,7,0,"2010"
"Loving You No More","Diddy - Dirty Money Featuring Drake","spotify:track:1A0qqpBZTPWO2H7tyOBqlE",0.41,0.688,8,-2.228,0,0.0372,0.0331,0,0.205,0.465,189.607,245000,4,40.75548,12,1,"2010"
"When The Curtain Falls","Greta Van Fleet","spotify:track:2ZMI0QNoqU9fQZFirR9WpK",0.535,0.975,0,-2.959,1,0.0647,0.0297,0.126,0.0482,0.689,96.004,222960,4,26.9422,8,0,"2010"
"Pop Style","Drake Featuring The Throne","spotify:track:5mPSyjLatqB00IkPqRlbTE",0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0595,133.054,212947,4,30.27795,10,1,"2010"
"All Around The World","Justin Bieber Featuring Ludacris","spotify:track:1Mg8vLBYwizu7AuhYQO64V",0.689,0.816,3,-3.951,0,0.178,0.019,2.42e-06,0.181,0.775,127.958,244547,4,30.59602,15,1,"2010"
"Goblin King","GOBLIN KING","spotify:track:0Fvwf4LhV4Dyc0SmQgko7v",0.38,0.97,4,-2.904,0,0.111,0.000138,0.000318,0.176,0.251,170.099,180971,4,46.84109,7,0,"2010"
"Upstart - Road Trip","Goldie","spotify:track:4V3o0xCNX4TpFBWdZmUEUI",0.786,0.787,1,-3.541,1,0.074,0.0013,0.203,0.124,0.619,140.006,156319,4,27.94913,5,0,"2010"
"Prima Donna","Tipling Rock","spotify:track:06Ykon1t8t9qZDsEAwEMWq",0.699,0.5,1,-9.944,0,0.0533,0.322,0,0.102,0.773,91.994,154400,4,64.77077,7,0,"2010"
"Easy","Rascal Flatts Featuring Natasha Bedingfield","spotify:track:7jkWXm5j2er2KfsCRPwWfy",0.343,0.594,2,-4.876,1,0.0344,0.128,0,0.128,0.425,120.998,218480,3,15.33824,8,1,"2010"
"Love Myself","Hailee Steinfeld","spotify:track:36phXHOKx8rO7CMp2vNX4x",0.617,0.759,0,-6.785,0,0.0677,0.0026,0,0.419,0.324,122.925,218773,4,24.28174,8,1,"2010"
"Pom Poms","Jonas Brothers","spotify:track:4ZtnkM504iN0eeCLfGew2W",0.677,0.977,1,-2.198,0,0.0902,0.0663,0,0.281,0.902,148.006,198053,4,43.45342,10,1,"2010"
"Wide Awake","Katy Perry","spotify:track:5JLv62qFIS1DR3zGEcApRt",0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947,4,27.03673,9,1,"2010"
"In Dis House","S.dot","spotify:track:0kzhcZoDP9c7aJScEkhAF5",0.636,0.54,10,-10.894,0,0.0733,0.0358,0,0.146,0.557,130.065,134740,4,48.21768,4,0,"2010"
"High Hopes","Panic! At The Disco","spotify:track:1rqqCSm0Qe4I9rUvWncaom",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,34.1161,9,1,"2010"
"Bottoms Up","Brantley Gilbert","spotify:track:477pWnF7WFWb9Qs6g8rs4J",0.476,0.857,7,-5.733,1,0.0432,0.113,0,0.135,0.543,169.975,220200,4,22.97535,13,1,"2010"
"The Late John Garfield Blues","Sara Watkins","spotify:track:4asyeOQqjZrpCpqiY3dps3",0.577,0.0747,2,-16.219,1,0.0369,0.973,3.62e-06,0.113,0.191,116.529,246333,3,19.65021,14,0,"2010"
"Pete Davidson","Ariana Grande","spotify:track:0XOnMqLQDO89iAg7dWWwnG",0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,73813,4,26.2508,5,1,"2010"
"Back Again (Hot Toddy Dub)","Kraak & Smaak","spotify:track:5q0ZfL0I1CTvtTAWCdvk5R",0.826,0.804,10,-8.316,0,0.0616,0.253,0.607,0.0856,0.866,116.02,415547,4,34.07438,11,0,"2010"
"Interstellar","Arbour","spotify:track:7BEA0aIXF1nTvOK9zVcVkm",0.621,0.157,11,-15.226,1,0.1,0.525,0.82,0.11,0.124,74.992,164800,4,77.70293,5,0,"2010"
"Afflictions Of Advancement","Synthetic Breed","spotify:track:4RIlFk0974ICKYBSf9uoGK",0.461,0.912,5,-4.253,1,0.051,4.07e-05,0.832,0.328,0.0482,130.024,362787,4,41.333,14,0,"2010"
"Give Me All Your Luvin'","Madonna Featuring Nicki Minaj & M.I.A.","spotify:track:2woCC5hiuPTDAonxhEojP0",0.68,0.885,11,-4.36,1,0.0382,0.00557,0.000704,0.377,0.879,144.998,202760,4,28.35992,8,1,"2010"
"Hon ska bli min","Casanovas","spotify:track:034f2qkphFRyX7MmBzC6fr",0.507,0.977,4,-2.765,1,0.0935,0.0127,0,0.469,0.849,75.037,172320,4,60.68875,6,0,"2010"
"Metal Glo","Roza Terenzi","spotify:track:3XHLEU5pTY0I9Rcb5yPIng",0.802,0.879,10,-11.434,0,0.0411,0.00492,0.91,0.126,0.442,122.026,380202,4,29.71197,18,0,"2010"
"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock","spotify:track:0IkKz2J93C94Ei4BvDop7P",0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,4,58.70723,11,1,"2010"
"Oui","Jeremih","spotify:track:0PJIbOdMs3bd5AT8liULMQ",0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,238320,5,23.65862,11,1,"2010"
"How I'll Always Be","Tim McGraw","spotify:track:2ZekuYUoEIBrUwHOY0gcgB",0.578,0.825,2,-4.693,1,0.0331,0.312,1.4e-05,0.0912,0.654,93.035,213453,4,36.07106,13,1,"2010"
"Ocean","Dream Koala","spotify:track:6SxAcbydq3I9KXRg6KHJj8",0.446,0.454,4,-12.151,0,0.0559,0.941,0.445,0.0944,0.0858,89.939,347835,4,37.79597,10,0,"2010"
"Rock Star (Intro)","Black Thought","spotify:track:3W9Cv384ciVjRpiFUW84IS",0.628,0.833,1,-7.03,1,0.282,0.294,0.000105,0.282,0.585,89.549,64587,4,0,2,0,"2010"
"Purpose","Justin Bieber","spotify:track:2IjyFRCRn8x1bEquOM3vxg",0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4,43.06735,12,1,"2010"
"1994","Jason Aldean","spotify:track:3C6WblKJq7rpsPsIafytEV",0.598,0.777,11,-6.676,0,0.0396,0.183,0,0.111,0.821,159.942,242680,4,36.74216,12,1,"2010"
"Somewhere With You","Kenny Chesney","spotify:track:3pkzJjJXfdDjhpXx639MIH",0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969,243520,4,36.83704,11,1,"2010"
